walk_share,bike_share,bus_share,tram_share,car_share,crowding,transfers,distance_km,rain,temperature_c,age,mobility_restriction,reliability_penalty,safety_penalty,fare_eur,travel_time_min,weather_label,dominant_mode,comfort_score
0.4396920218242338,0.09531371255123988,0.30999332926188394,0.1550009363626423,0.0,0.11854957731375282,2,5.083115967314877,1,2.596528010567006,20.92283460165509,1,0.0,0.2742940952821018,4.1312994979000965,27.07960794381655,rainy,bus,0.6205339428010478
0.1615341942684315,0.40953276819607953,0.2134242849783038,0.21550875255718513,0.0,0.6757023449341196,0,6.889889783179653,1,12.904054299740672,20.13526744353036,0,0.47087305558183423,0.08734899300868926,1.6297769753893732,33.17422027687477,rainy,bike,0.666350428848218
0.4298638611945047,0.19620808169182624,0.300216696723208,0.07371136039046096,0.0,0.3429333421618853,1,4.464433860146345,0,-2.4758036062900644,37.27762659674629,0,0.26801741196922635,0.3982329462812936,1.8197238910627165,11.796306368510194,sunny,car,0.8066134135292307
0.1680820663725692,0.07430260440125658,0.38815410825104524,0.369461220975129,0.0,0.6199248764062996,3,3.997521126677675,1,-1.0996667121051438,18.0,0,0.35626592545905345,0.11275951199516425,1.266009983753805,28.508948047288445,cloudy,bus,0.5866671784725659
0.04299314663571586,0.42950862344258417,0.29101076936149506,0.2364874605602048,0.0,0.291569063680411,1,7.4825904508184085,1,23.736230611151285,29.987839142979414,0,0.13367976718717814,0.0,4.657463610231311,44.23813604171128,sunny,tram,0.716258647859874
0.14356755395456497,0.2151385858428901,0.059099935339031046,0.26200083006235,0.32019309480116387,0.33687942124920367,3,4.260697704849933,1,28.812885992159764,28.884541461796108,0,0.2607380772467388,0.2699340961581078,1.8255444564954755,33.97873942680556,rainy,bike,0.598139387061557
0.159726501892864,0.16341837805169562,0.51230739084138,0.16454772921406036,0.0,0.5227748760389974,4,5.700792341906936,1,11.022408493426965,42.521426485976,0,0.024210641364878605,0.11476161175239556,2.684561921327292,23.344499161180018,cloudy,bike,0.5449500760947635
0.24490948279463395,0.04534094855494213,0.35726219488876226,0.35248737376166167,0.0,0.5136126748267543,4,5.320451218853792,0,19.769823869424368,33.68088918660832,0,0.22182935616913566,0.24575079100190955,1.723124171561435,36.2305527480759,sunny,bus,0.6029138130810296
0.17483816878741243,0.24060427639377338,0.43138672383268817,0.15317083098612602,0.0,0.9947405595979915,1,7.47811502764613,1,12.051720550512924,18.0,0,0.39507225667283385,0.00929014558165478,3.786864170199247,5.0,rainy,car,0.6056707388769391
0.06889101376742425,0.3322588033995988,0.4093230193798876,0.18952716345308934,0.0,0.5394460169962851,0,3.497305826306074,1,25.42117698100025,18.0,0,0.0,0.24180521653273124,3.6688671840645024,21.078168689949113,rainy,bike,0.7513970294107659
