generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,6466.934185433387,,0.28895719989228136,0.28823529411764703,49,170,STU_0036,nsga3,29,42.49696370912716
2,6559.435363921884,,0.21451703242553744,0.8176470588235294,139,170,STU_0036,nsga3,29,42.49696370912716
3,6598.301528316393,,0.1710057922800503,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
4,6616.487328270631,,0.15458720311135848,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
5,7019.773685259253,,0.1750291343361625,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
6,7285.446828132781,,0.2826698816215673,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
7,7366.429318771627,,0.24640938154079303,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
8,7436.790493359636,,0.25915211524996384,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
9,7800.817326297032,,0.23363893979919328,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
10,7813.806360798683,,0.23388878613778272,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
11,7819.654541747884,,0.16358788811942054,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
12,7821.907232881245,,0.1643365931608929,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
13,7866.076413304953,,0.17667116610133277,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
14,7872.0894065939865,,0.1951358267127965,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
15,7876.017709153739,,0.17080159635664421,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
16,7877.462921886274,,0.1478055585016824,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
17,7876.502304032871,,0.13474777419581066,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
18,7872.665571011669,,0.1620439899583747,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
19,7872.398479578726,,0.1641865529394669,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
20,7862.611872056629,,0.15307464116320563,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
21,7863.286087568868,,0.17453943146672612,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
22,7884.746736341275,,0.15853395423309027,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
23,7864.699096848724,,0.1464128851327379,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
24,7876.087663608465,,0.19948524235336876,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
25,7937.7621768474555,,0.19194017091212345,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
26,7937.256354174724,,0.169139579405043,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
27,7935.795514491767,,0.17373713458758538,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
28,7936.745033523351,,0.15558149054843493,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
29,7965.100670797016,,0.17618349590946497,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
30,7972.306886652367,,0.1596696098141462,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
31,7972.370521669073,,0.14964397985716493,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
32,7972.533630279768,,0.1451140783461441,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
33,7971.721627499511,,0.24791006006846333,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
34,7974.193582463573,,0.26756742596279887,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
35,7975.494631096567,,0.24747694053885033,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
36,7980.44230424787,,0.1707880974187674,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
37,7993.34708042974,,0.1607030370148873,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
38,7993.349843435226,,0.26961403168395287,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
39,7992.501752800299,,0.15615641820119686,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
40,7992.198849609338,,0.16855139785675055,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
41,7982.355001240878,,0.1587939219021473,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
42,7976.041185069244,,0.14477812137814658,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
43,7975.666621196153,,0.2198219695995944,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
44,7975.798493306454,,0.2095460831589837,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
45,7975.273203825305,,0.16799618809857575,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
46,7974.928982640136,,0.20499327366899636,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
47,7976.757531421141,,0.20493965700996453,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
48,7976.477157505837,,0.19892708314892338,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
49,7976.17618629454,,0.202047159814068,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
50,7978.417596240708,,0.21302227653811076,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
51,7977.307861167452,,0.17340918455607524,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
52,7979.481851206277,,0.24311850334027926,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
53,7979.875066273154,,0.231782895216655,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
54,7979.108108399024,,0.2222514226583431,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
55,7979.348740520532,,0.2676611006466705,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
56,7979.594398864809,,0.23779027927266583,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
57,8000.190201672025,,0.17370966530287782,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
58,8000.040072598733,,0.17695863748842988,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
59,7996.293153799388,,0.1890729568748671,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
60,7996.380080289627,,0.1907747284033064,1.0,170,170,STU_0036,nsga3,29,42.49696370912716
