generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,,,0.29730171322812965,0.19411764705882353,33,170,STU_0510,nsga3,29,8.611861333949491
2,,,0.1866134423728492,0.5588235294117647,95,170,STU_0510,nsga3,29,8.611861333949491
3,,,0.188422855081253,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
4,,,0.20511853727716545,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
5,,,0.1936913127031232,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
6,,,0.20066020239783458,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
7,,,0.19794190488244648,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
8,,,0.2272763098242221,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
9,,,0.179247925479035,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
10,,,0.18233830391709605,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
11,,,0.23268651613752248,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
12,,,0.17639544548846028,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
13,,,0.18451347009747585,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
14,,,0.1676350253789467,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
15,,,0.19699046041826113,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
16,,,0.1415650617324204,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
17,,,0.17873239274081934,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
18,,,0.22149411720510492,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
19,,,0.17135895733707177,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
20,,,0.19951731302616876,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
21,,,0.1924331488338512,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
22,,,0.18664453900955194,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
23,,,0.19869762251258205,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
24,,,0.1739478175612239,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
25,,,0.2091027817685441,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
26,,,0.20999767052566046,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
27,,,0.2031802594581181,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
28,,,0.22479202348355665,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
29,,,0.18313331606970695,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
30,,,0.18441778343807946,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
31,,,0.1720369054902877,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
32,,,0.19326194480947145,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
33,,,0.19855209677398006,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
34,,,0.22226709291148936,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
35,,,0.18537015363205733,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
36,,,0.24035495960717948,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
37,,,0.17141073678811014,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
38,,,0.20180890919777308,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
39,,,0.19129012115120161,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
40,,,0.2028874211012765,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
41,,,0.17433818480403887,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
42,,,0.16576359725450732,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
43,,,0.1723688625059809,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
44,,,0.21610129889552138,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
45,,,0.23438811101223397,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
46,,,0.20971106932242226,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
47,,,0.1914152240754478,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
48,,,0.18527579565274116,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
49,,,0.19753939466045284,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
50,,,0.2308166964552144,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
51,,,0.23144950870712314,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
52,,,0.2578899352731475,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
53,,,0.23809881396770854,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
54,,,0.2070580698125554,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
55,,,0.20234249417737152,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
56,,,0.20643468254680036,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
57,,,0.21483726282312954,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
58,,,0.2198900669769878,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
59,,,0.25535910862295436,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
60,,,0.1999598706505885,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
61,,,0.2010834037095497,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
62,,,0.19847415958630277,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
63,,,0.20176066852716323,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
64,,,0.21413434432213532,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
65,,,0.2089769751116405,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
66,,,0.23052474765923012,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
67,,,0.17803511421533916,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
68,,,0.19609824140239213,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
69,,,0.17873023334873211,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
70,,,0.27132475270588835,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
71,,,0.28107977387186656,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
72,,,0.2593973798974387,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
73,,,0.26574753889627895,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
74,,,0.26168713760062867,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
75,,,0.288802970847954,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
76,,,0.28905363922665156,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
77,,,0.19581171997042016,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
78,,,0.19591608137271466,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
79,,,0.19843420964425715,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
80,,,0.21265733204768214,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
81,,,0.27956074163103806,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
82,,,0.2732292318743546,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
83,,,0.19678557887454248,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
84,,,0.20063324412030903,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
85,,,0.21291216403170166,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
86,,,0.2230455297176045,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
87,,,0.17130066646251516,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
88,,,0.1623102541980556,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
89,,,0.20261867685238302,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
90,,,0.1695699963430683,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
91,,,0.3057204602447688,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
92,,,0.29094403402237634,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
93,,,0.275329135678808,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
94,,,0.2476896637736615,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
95,,,0.2992194633460646,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
96,,,0.2392940312311713,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
97,,,0.21195970173893505,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
98,,,0.20995306810908848,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
99,,,0.191647982081998,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
100,,,0.18538741507308154,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
101,,,0.288067468130911,1.0,170,170,STU_0510,nsga3,29,8.611861333949491
