generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,,,0.31991341061461664,0.3764705882352941,64,170,STU_0647,nsga3,17,7.082976083038375
2,,,0.16819434224064217,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
3,,,0.1586285846363484,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
4,,,0.1677518578662526,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
5,,,0.18123509263093188,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
6,,,0.20838320422412107,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
7,,,0.16030122956791495,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
8,,,0.20280686002162054,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
9,,,0.19354206410663077,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
10,,,0.21829944902801807,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
11,,,0.1678136474058725,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
12,,,0.15113572828773933,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
13,,,0.1487838258255556,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
14,,,0.15821606857008708,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
15,,,0.11249053967936383,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
16,,,0.10383127866637276,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
17,,,0.13910755997576202,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
18,,,0.2626570262037533,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
19,,,0.25957263263664615,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
20,,,0.1796679502575191,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
21,,,0.2088242885816867,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
22,,,0.19947769967427878,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
23,,,0.18670512826157895,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
24,,,0.27645034159636506,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
25,,,0.27927839722851183,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
26,,,0.2885822639779117,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
27,,,0.2780807416103899,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
28,,,0.29561983261839764,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
29,,,0.28921037052933396,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
30,,,0.2678526514267683,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
31,,,0.2642375807505953,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
32,,,0.26635207618220813,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
33,,,0.1379698330784212,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
34,,,0.13234759292430298,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
35,,,0.13539716148566586,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
36,,,0.14156763403134642,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
37,,,0.1393880185561349,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
38,,,0.12484417669337779,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
39,,,0.23859504297686768,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
40,,,0.16480900568427231,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
41,,,0.2774134338135388,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
42,,,0.1063252588604386,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
43,,,0.2000295473801823,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
44,,,0.2073860361365257,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
45,,,0.2731980489541476,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
46,,,0.2933027321933651,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
47,,,0.2840669017972145,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
48,,,0.22190175529869607,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
49,,,0.11908266114671674,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
50,,,0.2772646965224299,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
51,,,0.2563997384406005,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
52,,,0.11186566778141198,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
53,,,0.2601549352881731,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
54,,,0.26109556407176904,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
55,,,0.26061287176801234,1.0,170,170,STU_0647,nsga3,17,7.082976083038375
