generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,,,0.41471451685232974,0.4523809523809524,76,168,STU_0647,nsga2,1,6.523209832957946
2,,,0.2696069923128324,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
3,,,0.17131313761068062,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
4,,,0.2017698268055419,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
5,,,0.15640537411985064,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
6,,,0.17814438595154464,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
7,,,0.18524928313996916,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
8,,,0.18853220992985237,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
9,,,0.17677136472903265,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
10,,,0.1042381744219036,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
11,,,0.10771389924577125,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
12,,,0.11189357956595009,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
13,,,0.10309793466539979,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
14,,,0.10768500246934097,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
15,,,0.10323733660795105,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
16,,,0.10197457539167101,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
17,,,0.10049125069173497,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
18,,,0.11555573501077779,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
19,,,0.1152016479826268,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
20,,,0.10401801579351211,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
21,,,0.10797275251091706,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
22,,,0.10406390331455341,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
23,,,0.10612454188545213,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
24,,,0.11933900072630996,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
25,,,0.1248037555749992,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
26,,,0.12229473063576277,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
27,,,0.10983668803818081,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
28,,,0.10749164294034999,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
29,,,0.12303546519519984,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
30,,,0.11377577146336348,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
31,,,0.11236181649353727,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
32,,,0.13010836683070567,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
33,,,0.111360289842065,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
34,,,0.09268146166714596,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
35,,,0.1086408608977383,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
36,,,0.09993415466977673,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
37,,,0.1028050326273627,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
38,,,0.1182605423402281,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
39,,,0.10901401101767882,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
40,,,0.10372526757941557,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
41,,,0.09592253726595369,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
42,,,0.10015021157390434,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
43,,,0.10764405616240953,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
44,,,0.10970984530976356,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
45,,,0.10311039764720781,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
46,,,0.1071108783422721,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
47,,,0.12668180486869446,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
48,,,0.09502926311734151,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
49,,,0.10168570220487665,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
50,,,0.09673370532531057,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
51,,,0.11195579773146423,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
52,,,0.12104776756812279,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
53,,,0.11019404232351189,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
54,,,0.1085439018456481,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
55,,,0.11557188053329326,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
56,,,0.09050860212488576,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
57,,,0.09716792301838127,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
58,,,0.08872885802725554,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
59,,,0.12389449015891453,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
60,,,0.12004571284589136,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
61,,,0.12618229444117873,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
62,,,0.11546827969383057,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
63,,,0.11092358153706461,1.0,168,168,STU_0647,nsga2,1,6.523209832957946
