generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec
1,,,0.6430550809570122,0.18235294117647058,31,170,STU_0510,nsga3,10,7.9594550000038
2,,,0.3986675919617332,0.4764705882352941,81,170,STU_0510,nsga3,10,7.9594550000038
3,,,0.28804311679566424,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
4,,,0.3136477154976917,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
5,,,0.23337402184295739,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
6,,,0.2319651052852829,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
7,,,0.19577294856639563,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
8,,,0.20146235272813698,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
9,,,0.2451985093085379,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
10,,,0.2066352236846553,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
11,,,0.2200339034584291,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
12,,,0.2243144899455901,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
13,,,0.22815970882888878,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
14,,,0.2161081474464239,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
15,,,0.17534232119385748,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
16,,,0.17972703584238411,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
17,,,0.17814748217014964,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
18,,,0.20770709958007386,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
19,,,0.20252565345425969,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
20,,,0.19856389678784633,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
21,,,0.2840665728656955,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
22,,,0.23630834848763074,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
23,,,0.23919945141618215,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
24,,,0.19748776445572333,1.0,170,170,STU_0510,nsga3,10,7.9594550000038
