generation,hypervolume,igd,spacing,feasible_ratio,n_feasible,population_size,profile_id,algorithm,seed,runtime_sec,os,python_version,executor_seed
1,4510.640436555474,,0.5673904160180295,0.3333333333333333,3,9,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
2,4556.714788815602,,1.1117819393122752,0.4,8,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
3,4556.720583400792,,0.6980007810842941,0.6,12,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
4,4556.720583400792,,0.5153973457842179,0.8,16,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
5,4580.000495811726,,0.4772744031407782,1.0,20,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
6,4591.254692668081,,0.5108226068314714,1.0,20,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
7,4591.254693908642,,0.40192979442721605,1.0,20,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
8,4591.268278597378,,0.4794164878263002,1.0,20,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
9,4591.268278597378,,0.49235680199435045,1.0,20,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
10,4591.268278597378,,0.49399921331632785,1.0,20,20,STU_0598,nsga2,1992164479,0.10966704203747213,Darwin,3.11.7,1992164479
