profile_id,archetype,trip_distance_bin,distance_km,age,budget_eur,rain,temperature_c,mobility_restriction,seed_offset,campus,student_status,run_plan
STU_0287,comfort_seeking,long,11.89,24,13.45,0,16.721679814946704,0,286,Other,Student,main_nsga2_vs_nsga3_150profiles
STU_0647,comfort_seeking,long,6.68,34,9.62,0,17.015582285562978,0,646,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0510,comfort_seeking,long,9.48,25,8.84,0,18.47632296492933,0,509,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0422,comfort_seeking,long,6.6,18,8.1,0,27.750360024398873,0,421,Other,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0442,comfort_seeking,long,8.12,21,9.81,0,4.503436589005039,0,441,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0569,comfort_seeking,long,6.76,30,3.63,0,13.81413031319707,0,568,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0034,comfort_seeking,long,5.36,24,5.93,0,5.879456754169471,0,33,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0632,comfort_seeking,long,5.46,23,7.17,1,11.97694842945735,0,631,Other,Student,main_nsga2_vs_nsga3_150profiles
STU_0036,comfort_seeking,long,8.32,22,8.9,0,28.281347216577046,0,35,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0649,comfort_seeking,long,6.82,22,9.92,0,24.629048534795487,0,648,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0726,comfort_seeking,long,9.11,22,8.58,0,12.847778719562589,0,725,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0087,comfort_seeking,long,9.42,22,11.89,1,22.79983720273667,0,86,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0571,comfort_seeking,medium,4.76,24,9.26,0,20.593596958366902,0,570,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0327,comfort_seeking,medium,4.61,18,3.09,1,7.12635185139544,0,326,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0463,comfort_seeking,medium,4.92,18,5.25,1,20.837485841084494,0,462,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0574,comfort_seeking,medium,4.37,27,5.52,1,10.84341718504485,0,573,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0236,comfort_seeking,medium,3.38,33,3.97,1,8.30318366496849,1,235,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0274,comfort_seeking,medium,2.62,55,5.03,0,28.35496043680287,1,273,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0132,comfort_seeking,medium,3.46,20,6.85,1,11.105339703325267,0,131,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0283,comfort_seeking,medium,2.19,22,1.19,0,8.165704509010709,0,282,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0576,comfort_seeking,medium,4.49,45,4.24,0,16.061123367369284,0,575,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0069,comfort_seeking,medium,3.33,22,1.57,0,12.376688121635619,0,68,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0544,comfort_seeking,medium,2.73,25,4.41,1,20.366224077953866,0,543,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0484,comfort_seeking,medium,4.24,25,4.73,0,17.361813675796686,0,483,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0093,comfort_seeking,medium,2.92,25,5.22,0,9.376847135378753,0,92,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0182,comfort_seeking,medium,2.32,18,6.3,1,17.11753364256002,0,181,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0351,comfort_seeking,medium,2.7,19,4.34,0,13.381150561433167,0,350,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0346,comfort_seeking,medium,3.95,21,4.45,1,8.845063038295816,0,345,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0396,comfort_seeking,short,1.86,24,2.76,0,14.816250377924593,0,395,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0030,comfort_seeking,short,1.64,34,3.74,0,11.02626642731444,0,29,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0142,comfort_seeking,short,1.8,34,4.17,0,6.143844641357595,0,141,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0460,comfort_seeking,short,1.98,19,1.58,0,16.9296767822715,0,459,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0617,cost_sensitive,long,15.87,23,14.57,1,28.875958460986492,0,616,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0573,cost_sensitive,long,20.22,25,17.66,0,10.4875687191605,0,572,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0618,cost_sensitive,long,6.28,34,3.23,0,17.74842222804962,0,617,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0362,cost_sensitive,long,9.7,27,10.8,0,15.950019843213184,0,361,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0502,cost_sensitive,long,12.69,34,13.32,1,13.644510658365165,0,501,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0081,cost_sensitive,long,13.5,24,14.81,0,14.311305655211678,0,80,Nancy,Employee,main_nsga2_vs_nsga3_150profiles
STU_0602,cost_sensitive,long,17.19,34,18.99,1,7.915929215429083,0,601,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0281,cost_sensitive,long,7.56,31,8.18,0,20.590025055009455,0,280,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0242,cost_sensitive,long,5.87,26,6.43,1,26.93499518798886,0,241,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0402,cost_sensitive,long,7.05,31,10.61,1,17.602538224350504,0,401,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0139,cost_sensitive,long,5.42,22,8.48,1,17.399727179489194,0,138,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0354,cost_sensitive,long,10.06,27,10.93,0,12.165658771581535,0,353,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0045,cost_sensitive,long,6.8,22,5.63,1,19.09525026697768,0,44,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0289,cost_sensitive,long,7.86,35,8.34,0,11.001268296819124,0,288,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0226,cost_sensitive,long,5.89,21,5.01,1,16.314873255656888,0,225,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0215,cost_sensitive,medium,3.65,22,4.71,1,27.179151980826635,0,214,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0403,cost_sensitive,medium,3.29,32,1.0,1,14.024868401485094,0,402,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0720,cost_sensitive,medium,3.62,34,4.93,1,4.021460242446649,0,719,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0013,cost_sensitive,medium,2.73,25,1.0,0,14.466194647483572,0,12,Other,Student,main_nsga2_vs_nsga3_150profiles
STU_0325,cost_sensitive,medium,3.77,24,4.48,1,14.81540709898126,0,324,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0241,cost_sensitive,medium,2.44,33,2.19,1,17.264289415050136,0,240,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0716,cost_sensitive,medium,2.65,45,7.65,0,15.895588892367599,0,715,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0469,cost_sensitive,medium,2.37,18,3.99,0,16.92290993651014,0,468,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0225,cost_sensitive,medium,2.2,25,1.0,0,23.602450066074574,0,224,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0541,cost_sensitive,medium,3.37,18,4.49,1,10.142140170376631,0,540,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0577,cost_sensitive,medium,4.19,24,5.32,1,20.76386486785483,0,576,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0582,cost_sensitive,medium,2.52,18,1.22,0,14.427853014575202,0,581,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0170,cost_sensitive,medium,3.14,26,2.25,1,-6.013598753277236,0,169,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0130,cost_sensitive,medium,2.11,22,4.11,0,8.341883760388292,0,129,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0749,cost_sensitive,medium,4.91,23,4.39,1,3.1179330696853835,0,748,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0436,cost_sensitive,medium,2.6,20,4.05,0,19.582534712000037,0,435,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0508,cost_sensitive,medium,3.91,25,4.43,1,19.829713872594766,0,507,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0598,cost_sensitive,medium,4.11,20,3.96,0,12.376464450597037,0,597,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0548,cost_sensitive,medium,3.66,19,4.99,0,7.311543081233703,0,547,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0265,cost_sensitive,medium,2.42,18,3.24,1,19.884664739426988,0,264,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0600,cost_sensitive,medium,2.93,42,2.02,0,2.1195561669805123,1,599,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0157,cost_sensitive,medium,4.35,33,3.02,0,-1.6687315231762483,0,156,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0597,cost_sensitive,medium,3.39,22,2.78,1,28.68980671784016,0,596,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0260,cost_sensitive,short,1.77,18,2.64,0,2.665263259225007,0,259,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0297,cost_sensitive,short,1.46,23,6.32,1,5.831638714573424,0,296,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0027,cost_sensitive,short,1.5,25,1.0,0,21.446705810804236,0,26,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0395,cost_sensitive,short,0.91,23,4.76,0,12.076502423437258,0,394,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0730,cost_sensitive,short,1.84,30,1.0,0,11.547475029703538,0,729,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0472,cost_sensitive,short,1.98,51,1.09,0,26.25423112480842,0,471,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0356,eco_conscious,long,7.59,54,7.52,0,6.696976106249382,1,355,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0495,eco_conscious,long,9.1,30,6.89,1,8.291568149037161,0,494,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0466,eco_conscious,long,7.41,25,8.98,0,13.914890587054455,0,465,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0668,eco_conscious,long,7.62,20,8.12,1,23.990062179284052,0,667,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0011,eco_conscious,long,9.82,30,8.91,0,5.04371299783579,0,10,Other,Student,main_nsga2_vs_nsga3_150profiles
STU_0127,eco_conscious,long,5.85,18,8.46,0,16.923795781142676,0,126,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0155,eco_conscious,long,6.01,20,6.19,0,14.504018946677597,0,154,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0273,eco_conscious,long,5.85,20,7.64,0,25.83419608539384,0,272,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0021,eco_conscious,long,7.65,27,7.8,1,-3.9781484427268445,0,20,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0521,eco_conscious,long,8.21,21,9.73,1,26.41504096097991,0,520,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0178,eco_conscious,long,12.31,18,10.2,1,8.59186155454905,0,177,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0433,eco_conscious,long,6.68,25,5.78,0,21.70126057989473,0,432,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0076,eco_conscious,long,6.31,24,7.55,0,-0.2936600909446234,0,75,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0383,eco_conscious,medium,4.36,21,8.15,1,18.91279341690099,0,382,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0710,eco_conscious,medium,4.11,23,7.24,0,19.23727622758229,0,709,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0311,eco_conscious,medium,2.35,19,1.96,0,22.364258198317444,0,310,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0375,eco_conscious,medium,2.24,34,3.41,0,15.442911544211185,0,374,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0490,eco_conscious,medium,3.74,52,4.84,0,32.25306301820849,0,489,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0091,eco_conscious,medium,4.95,24,6.06,0,15.737849558484196,0,90,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0678,eco_conscious,medium,2.86,22,2.38,0,18.82121957045199,0,677,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0365,eco_conscious,medium,3.68,19,5.57,0,14.495331869439674,0,364,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0390,eco_conscious,medium,4.11,21,6.33,1,24.4285205424647,0,389,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0171,eco_conscious,medium,2.4,21,7.82,0,0.3680570991169958,0,170,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0660,eco_conscious,medium,2.24,18,4.26,0,16.329851334779036,0,659,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0497,eco_conscious,medium,2.92,24,5.26,0,2.97592578521707,0,496,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0456,eco_conscious,medium,3.93,22,8.25,0,13.321195746703921,0,455,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0487,eco_conscious,medium,2.44,25,1.48,0,8.606300306203927,0,486,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0471,eco_conscious,medium,3.99,21,7.4,0,12.872096820444652,0,470,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0748,eco_conscious,short,1.73,24,3.02,0,3.708853319330423,0,747,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0217,eco_conscious,short,1.9,22,1.7,0,18.716375088284817,0,216,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0368,eco_conscious,short,1.03,25,2.54,0,2.8151227216091943,0,367,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0537,eco_conscious,short,1.1,24,5.42,0,8.972122158905684,0,536,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0642,eco_conscious,short,1.91,22,1.0,1,10.977547737933824,0,641,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0134,time_sensitive,long,5.86,24,8.43,0,21.26881087913689,0,133,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0630,time_sensitive,long,6.43,21,7.9,1,21.32744241823679,0,629,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0309,time_sensitive,long,9.5,19,9.71,0,14.288479414382364,0,308,Nancy,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0187,time_sensitive,long,8.1,25,7.62,0,30.482385364192627,0,186,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0176,time_sensitive,long,9.85,20,7.52,0,11.506029353420423,0,175,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0529,time_sensitive,long,6.43,40,8.98,1,-0.4615748781994622,0,528,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0515,time_sensitive,long,5.55,25,8.21,0,14.692044335371694,0,514,Other,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0197,time_sensitive,long,6.26,23,5.12,0,23.26006206416907,0,196,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0485,time_sensitive,long,14.73,20,15.67,0,13.180826347111228,0,484,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0522,time_sensitive,long,5.38,24,6.81,0,24.215846657584347,0,521,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0488,time_sensitive,long,6.03,26,6.81,0,8.30130348469833,0,487,Nancy,Employee,main_nsga2_vs_nsga3_150profiles
STU_0455,time_sensitive,long,5.05,21,3.86,0,6.0171841340477945,0,454,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0107,time_sensitive,long,6.89,21,7.68,0,14.232879572613353,0,106,Strasbourg,Alternance,main_nsga2_vs_nsga3_150profiles
STU_0118,time_sensitive,long,5.55,19,5.37,1,11.38990395981568,0,117,Strasbourg,Employee,main_nsga2_vs_nsga3_150profiles
STU_0359,time_sensitive,long,5.66,27,7.96,0,36.473686889836024,0,358,Nancy,Student,main_nsga2_vs_nsga3_150profiles
STU_0302,time_sensitive,long,6.12,32,9.2,0,16.71900288954163,0,301,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
STU_0443,time_sensitive,medium,4.3,25,2.93,1,11.093914819449555,0,442,Strasbourg,Student,main_nsga2_vs_nsga3_150profiles
