route_nodes,route_modes,n_edges,obj_1,obj_2,obj_3,obj_4,constraint_violation,feasible,profile_id,algorithm,seed,runtime_sec
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,35.49040152292302,1.913232810660461,0.4966761821324886,0.04127306146539056,0.01401147208351493,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,walk|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,39.34572463040819,1.9,0.4966761821324886,0.0420719236314282,0.12416356086880549,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0162|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|tram|tram,12,30.333333333333336,3.8,0.2880859630466573,0.09020961368830216,0.22580645161290314,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|walk|walk,12,35.800293195143176,3.8,0.24849341786964302,0.09686177640099358,0.24867197147413675,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|car,11,31.38681922088793,3.9217562876899574,0.31372000056069177,0.09431502241250744,0.26508267344837333,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,46.0,1.9,0.5209255377498373,0.02261173751631962,0.3142857142857143,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|car,19,47.83504514296847,2.0331879247686557,0.5172310776757443,0.036468134873189784,0.3667155755133848,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|car,11,38.67797695337878,3.9199551141081947,0.2942798798388858,0.08971434298950698,0.3695867055231432,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0276|N0368|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bike|car,18,48.06504293670193,2.0473979093247903,0.4627087266980123,0.037972821115127675,0.37328694104862653,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|walk,11,40.49384186775082,3.8126731619463663,0.23680740546647774,0.09650614372247701,0.38686147887696176,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0276|N0323|N0162|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|tram|tram|tram|tram,19,40.5938497987851,3.8132328106604607,0.47047144871331154,0.04739628261370066,0.38989938017834036,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|walk,19,49.65091005734051,1.9259059726068275,0.4597586033033362,0.038529894092386385,0.4185974302097289,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0276|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bus,17,41.72039931665648,3.8274427952165953,0.44215383115475665,0.04292007268475995,0.42667037524622975,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|bike|bike|car,11,40.90797474711224,3.934165098664329,0.280323241031358,0.08309242593542909,0.43788479418709175,False,STU_0327,nsga2,1019265506,0.1194319169735536
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0323|N0162|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|tram|tram|tram,20,42.704687237208745,3.8132328106604607,0.5110371608835158,0.04012227069382157,0.4502090212761588,False,STU_0327,nsga2,1019265506,0.1194319169735536
