route_nodes,route_modes,n_edges,obj_1,obj_2,obj_3,obj_4,constraint_violation,feasible,profile_id,algorithm,seed,runtime_sec
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,car|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,34.63101644689035,2.025096662222696,0.5636922511803613,0.04164088597090709,0.0,True,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,walk|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,39.34572463040819,1.9,0.4966761821324886,0.0420719236314282,0.12416356086880549,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|walk|walk,12,35.800293195143176,3.8,0.24849341786964302,0.09686177640099358,0.24867197147413675,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|car,11,31.38681922088793,3.9217562876899574,0.31372000056069177,0.09431502241250744,0.26508267344837333,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0323|N0426,car|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bike|car,20,44.386670196817484,2.165768124949261,0.5920012550422576,0.03387212972143527,0.2681905770519281,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|bike|car,12,36.08898708326047,3.940671462726565,0.3020339881575265,0.08254598077279152,0.3022982594796058,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,46.0,1.9,0.5209255377498373,0.02261173751631962,0.3142857142857143,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0426,car|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|car,19,46.975660066935795,2.1450517763308907,0.584247146723617,0.036970174919016885,0.3421617161981656,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|car,11,38.67797695337878,3.9199551141081947,0.2942798798388858,0.08971434298950698,0.3695867055231432,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|bike|bike|bike|car,12,38.31898487699392,3.954881447282699,0.28807734934999873,0.0764131613499458,0.3705963481435542,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|walk,11,40.49384186775082,3.8126731619463663,0.23680740546647774,0.09650614372247701,0.38686147887696176,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0426,car|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|walk,19,48.79152498130784,2.0377698241690623,0.5267746723512089,0.03914555752959048,0.39404357089450964,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0323|N0426,walk|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bike|car,20,49.101378380335326,2.040671462726565,0.5249851859943849,0.03404859359685897,0.4028965251524379,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|bike|car,12,40.80924140250375,3.9135239652520695,0.30596589224205106,0.09031953313784791,0.4284054113510052,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|bike|bike|car,11,40.90797474711224,3.934165098664329,0.280323241031358,0.08309242593542909,0.43788479418709175,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|bike|walk,12,42.62510631687579,3.806242013090241,0.24849341786964302,0.09716706334839587,0.4456801847048237,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|bike|bike|walk,11,42.72383966148428,3.8268831465025004,0.22285076665894996,0.08969022073893962,0.4551595675409103,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0426,walk|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|car,19,51.69036825045364,2.019955114108195,0.5172310776757443,0.03724203892026101,0.4768676642986754,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|walk|car,12,42.63442828077114,3.9072819521618283,0.30596589224205106,0.09018077627289889,0.47854005526317533,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0276|N0368|N0426,walk|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bike|car,18,51.92036604418709,2.034165098664329,0.4627087266980123,0.03883615441494315,0.4834390298339169,False,STU_0327,pi_nsga3,3551371229,0.0809008750366047
