route_nodes,route_modes,n_edges,obj_1,obj_2,obj_3,obj_4,constraint_violation,feasible,profile_id,algorithm,seed,runtime_sec
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,35.49040152292302,1.913232810660461,0.4966761821324886,0.04127306146539056,0.01401147208351493,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|walk|walk,12,35.800293195143176,3.8,0.24849341786964302,0.09686177640099358,0.24867197147413675,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|tram|car,11,31.38681922088793,3.9217562876899574,0.31372000056069177,0.09431502241250744,0.26508267344837333,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0323|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bike|car,20,45.24605527285016,2.0539042733870265,0.5249851859943849,0.03329398319478105,0.29274443636714736,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0276|N0368|N0323|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bike|bike|car,19,45.47605306658362,2.0681142579431606,0.470462835016653,0.03485010621416451,0.29931580190238904,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|bike|car,12,36.08898708326047,3.940671462726565,0.3020339881575265,0.08254598077279152,0.3022982594796058,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0426,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,18,46.0,1.9,0.5209255377498373,0.02261173751631962,0.3142857142857143,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0259|N0078|N0462|N0303|N0301|N0080|N0421|N0496|N0343|N0407|N0203|N0051|N0361|N0058|N0346|N0281|N0276|N0368|N0426,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|car,19,47.83504514296847,2.0331879247686557,0.5172310776757443,0.036468134873189784,0.3667155755133848,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0426,bus|tram|tram|tram|tram|tram|tram|tram|tram|bike|car,11,38.67797695337878,3.9199551141081947,0.2942798798388858,0.08971434298950698,0.3695867055231432,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
N0094|N0009|N0043|N0376|N0534|N0142|N0348|N0143|N0346|N0276|N0368|N0323|N0426,bus|tram|tram|tram|tram|tram|tram|tram|bike|bike|bike|car,12,38.31898487699392,3.954881447282699,0.28807734934999873,0.0764131613499458,0.3705963481435542,False,STU_0327,pi_nsga3,931358461,0.12592754198703915
