route_nodes,route_modes,n_edges,obj_1,obj_2,obj_3,obj_4,constraint_violation,feasible,profile_id,algorithm,seed,runtime_sec
N0086|N0124|N0036|N0319|N0085|N0383|N0408|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,13,25.0,1.9,0.4166425215025415,0.011483515324976046,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0420|N0278|N0525|N0383|N0408|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,13,24.0,1.9,0.3920145418505719,0.013542083955533357,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0296|N0432|N0505|N0295|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,11,24.0,1.9,0.37452232309005257,0.015040882442498127,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0296|N0432|N0505|N0295|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|walk,11,31.864749785325888,1.9,0.35120917268114965,0.03210186272717375,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0420|N0278|N0525|N0383|N0408|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|walk,13,31.864749785325888,1.9,0.36870139144166897,0.029996350649174497,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0124|N0036|N0319|N0085|N0383|N0408|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|walk,13,34.36076465837829,1.909835740475003,0.3737083387261573,0.026262277655475286,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0420|N0278|N0525|N0383|N0408|N0485|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,14,29.0,1.9,0.4961844671351881,0.005610307614777543,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0124|N0036|N0319|N0085|N0383|N0408|N0485|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,14,30.0,1.9,0.5208124467871578,0.0040333618469763355,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0296|N0432|N0505|N0295|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bus,11,33.04175341810916,3.811142273926764,0.3481578110448574,0.03168291122148159,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0296|N0432|N0505|N0295|N0294|N0190|N0222|N0437|N0285|N0109,bus|walk|bus|bus|bus|bus|bus|bus|bus|bus|bus,11,34.1961915693052,3.8,0.354049326532143,0.03204974602521182,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0052|N0420|N0278|N0525|N0383|N0408|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bike|bus,13,33.04175341810916,3.811142273926764,0.3656500298053767,0.0296100931253237,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0124|N0036|N0319|N0085|N0383|N0408|N0503|N0479|N0294|N0190|N0222|N0437|N0285|N0109,bike|bus|bus|bus|bus|bus|bus|car|car|bus|bus|bus|bus|bus,14,33.09859677238445,3.980015677593958,0.4640121551242751,0.024216846353217525,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
N0086|N0124|N0036|N0319|N0085|N0383|N0408|N0485|N0503|N0294|N0190|N0222|N0437|N0285|N0109,bike|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus|bus,14,31.4960148730524,1.909835740475003,0.5011914144196764,0.015842006445279666,0.0,True,STU_0598,nsga2,1992164479,0.10966704203747213
